speed_t0,speed_t1,speed_t2,speed_t3,speed_t4,speed_t5,speed_t6,speed_t7,speed_t8,speed_t9,speed_t10,speed_t11,speed_t12,speed_t13,speed_t14,speed_t15,speed_t16,speed_t17,speed_t18,speed_t19,speed_t20,speed_t21,speed_t22,speed_t23,speed_t24,speed_t25,speed_t26,speed_t27,speed_t28,speed_t29,speed_t30,speed_t31,speed_t32,speed_t33,speed_t34,speed_t35,speed_t36,speed_t37,speed_t38,speed_t39,speed_t40,speed_t41,speed_t42,speed_t43,speed_t44,speed_t45,speed_t46,speed_t47,speed_t48,speed_t49
0.0,5.31,9.46,9.54,15.41,18.74,26.76,29.82,36.57,37.95,36.01,40.05,39.7,37.18,35.83,32.49,37.5,34.68,34.31,40.33,40.01,36.08,32.84,35.07,40.53,38.95,36.13,37.72,31.32,31.1,43.48,39.07,37.55,36.36,32.26,40.53,34.14,39.66,37.94,37.39,39.01,37.94,34.76,30.93,28.61,27.64,27.44,22.37,23.25,20.65
0.0,2.35,9.28,15.21,15.63,22.78,25.74,31.15,35.2,38.06,41.53,37.36,36.52,33.85,36.45,37.92,34.87,41.57,39.68,38.53,38.84,39.81,40.79,41.32,37.96,38.47,39.41,38.34,41.51,42.57,39.92,36.17,40.42,40.04,35.92,40.04,37.26,41.13,40.39,39.56,38.68,36.09,34.93,30.9,29.28,27.57,27.08,21.37,21.88,18.58
0.0,6.46,10.47,13.06,19.87,26.86,25.92,35.17,35.19,43.73,43.5,35.97,41.94,40.77,44.64,36.2,47.09,38.38,42.04,39.09,39.78,35.84,44.5,40.1,40.3,47.84,43.79,38.9,39.08,41.69,43.22,46.16,36.08,43.09,43.57,38.54,39.83,36.02,39.4,41.6,39.82,40.12,36.62,30.37,35.45,27.5,24.43,23.37,27.39,17.49
2.82,5.87,9.86,20.25,20.82,27.45,35.83,40.82,47.01,51.53,53.24,51.23,47.75,52.93,52.74,52.18,53.39,56.5,51.66,49.4,51.53,51.86,55.22,52.59,48.82,54.69,54.2,52.59,55.11,55.62,51.14,49.57,52.23,53.88,51.95,49.3,52.76,46.17,51.3,54.82,49.87,47.38,47.74,38.84,41.22,34.97,29.56,23.17,19.84,19.29
0.91,4.53,4.6,9.38,13.69,18.53,24.34,23.04,29.95,30.58,28.02,27.97,34.82,26.55,32.03,31.47,32.0,35.87,29.24,35.87,26.44,33.67,36.15,19.56,31.61,31.37,31.94,36.85,29.43,28.17,31.96,35.09,33.4,31.82,31.03,25.7,33.48,33.84,29.64,30.33,34.46,34.24,25.62,27.16,21.81,21.83,20.65,23.85,22.18,21.6
0.0,7.79,17.24,21.36,29.2,33.92,43.28,48.4,53.11,64.3,65.36,63.44,62.22,67.97,67.45,62.88,65.61,56.72,66.72,60.18,59.08,58.08,57.85,66.68,65.33,61.14,66.0,61.65,64.41,61.99,63.08,60.71,61.16,65.07,65.55,62.2,58.86,70.85,63.55,64.38,63.42,56.42,57.08,47.43,45.35,38.58,37.57,29.18,21.48,21.62
0.0,1.79,8.66,10.86,15.05,16.47,20.28,23.47,29.03,30.85,29.21,37.71,35.32,34.5,35.83,31.74,30.42,28.27,29.42,28.49,29.95,32.36,34.27,34.19,28.02,33.6,34.96,30.77,35.13,34.16,27.74,38.11,29.39,34.4,34.3,27.86,32.07,34.26,27.83,31.83,32.72,29.01,29.96,29.1,27.07,26.96,22.88,23.95,21.75,18.38
1.01,5.01,9.83,15.26,23.08,25.63,32.57,37.29,39.9,47.66,51.23,41.04,45.05,49.65,50.38,48.34,46.51,52.64,47.59,47.15,51.05,48.48,49.88,50.23,45.94,52.36,39.67,41.12,45.02,45.79,48.15,44.99,47.02,46.44,53.07,44.64,42.01,50.41,44.92,46.78,43.98,44.85,42.83,40.28,33.13,30.95,29.59,25.06,19.15,18.92
0.0,5.86,12.95,19.56,23.06,29.69,34.31,41.98,49.71,53.95,53.06,55.02,51.96,51.41,51.67,57.77,51.22,52.55,55.16,51.1,54.42,54.42,51.87,52.97,50.91,57.89,54.52,50.6,54.12,54.26,47.01,57.77,50.78,60.02,56.13,50.36,52.8,56.51,53.03,57.28,56.07,51.9,49.16,42.75,37.68,36.24,30.5,28.68,22.42,18.34
0.0,6.63,16.27,24.88,28.19,39.23,45.66,52.64,56.63,64.12,64.31,68.63,68.24,63.19,70.93,66.01,66.83,65.73,63.32,68.83,67.49,64.21,69.46,66.79,66.85,71.95,61.8,61.76,62.44,67.71,65.55,65.79,63.8,71.62,72.63,69.32,62.1,65.16,69.11,66.49,64.96,60.79,59.86,49.76,47.44,39.79,36.49,30.23,25.53,20.74
2.35,4.75,13.68,14.03,20.08,21.43,26.73,31.97,36.69,39.38,40.71,35.14,35.36,40.56,41.07,43.07,36.19,37.24,40.85,43.13,40.04,36.82,43.98,38.67,38.77,35.15,41.63,42.02,37.34,44.71,37.7,41.33,40.13,33.38,41.09,40.82,34.16,44.03,40.83,43.18,39.46,38.3,36.14,30.92,31.26,29.29,24.53,26.14,22.99,24.66
0.0,2.46,10.58,18.4,23.78,28.14,33.04,42.44,45.3,49.49,51.64,48.3,45.97,47.69,48.08,46.77,54.49,53.92,54.43,50.21,50.51,47.71,47.13,49.73,51.63,53.26,48.03,45.91,51.87,44.21,49.55,49.94,48.53,45.03,48.57,54.6,51.44,53.15,46.02,50.44,48.38,44.35,40.86,37.76,37.04,33.15,29.24,28.07,26.91,18.35
92.92,74.4,100.69,99.48,111.72,131.84,93.95,103.32,107.69,81.59,113.09,116.68,107.58,36.35,97.1,115.2,89.27,108.55,100.4,102.93,90.98,104.98,104.12,42.43,100.95,108.37,129.3,71.63,99.63,118.61,96.87,118.15,91.26,39.23,100.95,91.14,104.97,96.54,118.69,95.71,102.08,108.16,112.48,118.76,98.19,96.22,35.08,140.0,105.34,110.03
0.82,6.25,11.15,18.6,27.44,33.24,41.65,43.1,50.28,57.21,58.83,64.07,59.91,60.18,58.96,60.15,61.07,68.62,61.11,63.76,60.83,54.18,58.57,61.1,62.44,60.9,63.03,55.89,60.41,64.25,57.35,63.63,63.47,56.56,61.28,60.74,59.74,55.69,59.48,59.8,60.6,53.04,51.96,48.35,45.4,40.71,32.03,25.61,23.21,21.95
0.0,2.78,7.39,9.34,16.28,17.28,22.56,24.36,29.1,33.48,35.97,28.12,32.75,34.13,29.9,32.43,32.59,36.81,24.87,30.62,27.03,30.83,28.44,30.02,28.16,31.25,34.01,29.67,35.08,33.92,36.89,32.02,30.6,26.03,28.44,30.16,30.52,37.83,30.16,25.48,34.15,30.57,26.66,26.85,25.94,23.65,22.11,22.75,19.23,17.65
0.0,3.03,8.09,14.34,19.48,21.64,27.1,35.37,36.83,40.07,42.92,39.86,39.0,41.55,36.18,41.24,45.82,39.03,40.61,44.21,43.4,41.32,40.96,37.43,42.61,37.11,34.94,44.16,42.3,43.78,38.93,42.54,39.82,40.16,44.06,40.69,39.05,37.04,42.22,44.32,37.78,37.08,34.66,38.05,30.05,29.5,27.79,26.91,22.36,18.98
0.68,1.6,4.94,11.53,13.8,21.23,20.22,24.26,30.13,31.76,37.01,28.43,32.09,34.94,35.02,34.6,36.19,36.32,37.43,36.84,38.45,38.47,35.36,41.08,38.91,32.41,36.01,29.31,29.81,33.34,32.21,33.35,35.82,38.51,38.35,36.07,31.57,33.16,36.75,32.36,38.19,32.82,30.33,30.83,30.01,27.01,24.81,21.33,22.91,22.83
30.23,79.86,65.23,73.8,101.29,63.66,24.45,68.45,69.51,74.48,88.58,95.53,48.67,71.62,98.31,55.01,87.91,67.51,79.22,86.59,60.57,120.88,82.45,97.38,112.41,61.19,96.84,79.38,101.18,84.26,64.2,64.92,59.01,86.38,83.75,70.06,98.11,101.87,95.23,81.3,71.71,78.45,64.79,82.43,80.2,86.16,90.38,121.14,62.11,113.35
