speed_t0,speed_t1,speed_t2,speed_t3,speed_t4,speed_t5,speed_t6,speed_t7,speed_t8,speed_t9,speed_t10,speed_t11,speed_t12,speed_t13,speed_t14,speed_t15,speed_t16,speed_t17,speed_t18,speed_t19,speed_t20,speed_t21,speed_t22,speed_t23,speed_t24,speed_t25,speed_t26,speed_t27,speed_t28,speed_t29,speed_t30,speed_t31,speed_t32,speed_t33,speed_t34,speed_t35,speed_t36,speed_t37,speed_t38,speed_t39,speed_t40,speed_t41,speed_t42,speed_t43,speed_t44,speed_t45,speed_t46,speed_t47,speed_t48,speed_t49
0.0,6.38,16.45,22.08,27.12,33.93,43.09,49.07,58.01,67.47,65.58,68.34,68.02,63.11,65.33,67.8,68.53,63.44,67.55,66.42,62.22,67.82,65.88,60.2,64.54,65.54,63.6,69.11,69.22,64.27,63.95,65.03,64.82,63.64,54.3,70.69,65.42,64.89,66.4,65.18,62.66,60.55,57.16,50.11,46.68,39.61,35.48,30.98,23.9,23.98
0.7,8.07,13.76,23.43,32.68,40.89,46.62,54.17,60.38,70.52,65.91,68.68,71.65,65.9,71.49,64.83,65.71,72.81,68.61,67.94,69.17,64.85,67.47,68.47,72.16,63.45,73.75,68.09,65.13,64.59,69.28,64.42,66.78,67.71,71.9,71.52,66.54,67.83,63.68,62.35,66.32,64.91,57.12,55.29,48.1,41.4,35.68,31.82,26.34,19.2
1.65,7.05,12.59,16.56,22.18,26.96,32.66,40.57,44.48,54.6,52.54,57.68,53.5,56.58,54.79,55.75,52.59,53.23,52.43,51.68,53.89,50.1,57.32,48.88,54.1,55.8,51.13,48.32,55.13,52.27,54.1,51.34,56.86,45.31,52.79,55.69,51.98,52.57,50.36,51.73,51.59,51.15,45.77,39.55,37.47,30.73,30.94,25.66,21.29,23.04
0.18,6.69,15.41,18.18,27.09,33.48,46.01,51.95,58.12,62.07,72.56,64.9,65.35,64.22,67.18,61.75,70.65,64.59,63.78,67.88,62.29,67.12,69.18,64.24,71.13,66.9,66.94,69.06,69.86,65.75,67.36,69.16,61.48,59.78,64.79,59.71,64.02,65.91,64.14,64.54,66.46,62.74,56.12,49.91,46.24,40.53,36.84,31.8,24.55,18.68
1.82,7.42,3.89,12.34,18.07,22.24,30.0,26.55,29.76,43.43,40.53,39.35,42.49,42.94,41.7,36.75,36.86,42.66,33.67,38.86,40.62,34.05,40.01,42.17,34.85,44.28,36.27,41.03,39.05,39.51,35.45,43.09,40.28,44.17,35.53,38.76,39.93,39.49,41.3,38.72,40.81,36.02,35.36,33.36,29.53,28.86,27.14,28.32,24.07,23.48
5.68,7.49,5.25,11.11,14.83,22.42,26.5,30.71,30.55,36.76,40.3,38.3,44.73,35.37,36.32,33.52,34.74,40.17,42.84,40.51,38.02,35.35,40.73,35.19,33.99,37.11,31.93,33.89,43.69,33.33,34.47,38.25,38.41,37.33,32.02,40.58,36.71,41.7,36.1,40.98,37.74,32.39,32.28,34.74,26.91,30.93,28.19,23.43,20.71,21.66
0.0,5.72,8.88,9.34,19.87,22.56,27.66,27.01,34.31,36.93,40.02,40.56,39.33,37.64,42.48,39.56,38.6,39.07,39.0,38.57,40.43,36.29,36.5,40.77,38.66,42.01,40.32,37.43,40.82,42.68,40.43,41.09,38.58,42.07,37.35,40.11,46.8,40.71,37.83,37.82,43.42,39.26,33.49,29.66,31.0,30.67,22.89,22.38,19.91,21.73
3.47,7.89,12.98,22.1,31.48,39.33,45.21,53.14,60.19,72.21,70.4,68.67,70.05,74.11,70.09,67.92,70.37,71.9,71.54,71.59,67.45,72.24,70.01,67.79,72.21,68.57,65.2,66.93,69.38,71.66,67.34,69.21,66.28,72.87,75.08,74.76,72.82,72.52,63.71,70.46,68.26,63.45,57.85,50.07,46.01,44.65,34.22,29.17,22.88,19.82
0.0,6.49,12.54,18.6,24.52,33.82,40.78,45.08,49.51,61.75,58.58,62.39,64.18,57.55,59.22,61.11,60.47,60.45,54.17,55.62,56.68,61.81,54.46,62.74,60.51,61.63,55.38,58.38,59.06,58.93,59.05,57.34,58.57,61.27,54.67,62.81,61.11,55.27,59.32,60.87,56.41,51.01,45.66,45.64,40.77,39.03,33.94,29.06,23.7,22.22
0.0,3.68,9.4,12.37,13.89,18.98,24.53,25.29,28.74,29.25,30.38,37.0,32.07,26.98,31.51,36.56,34.06,34.24,37.01,29.92,29.87,26.23,35.66,34.71,35.2,29.48,28.21,29.07,30.26,37.69,36.03,31.65,33.92,30.99,34.12,29.61,35.28,30.48,35.44,31.74,32.47,28.1,29.9,30.66,23.0,28.26,23.68,22.84,20.44,16.57
1.34,7.69,15.75,13.99,21.6,25.71,33.69,37.88,41.03,48.02,45.02,41.04,50.01,55.51,47.98,48.61,47.11,52.77,47.77,47.44,50.73,46.55,44.15,50.65,46.23,45.08,54.3,47.47,49.48,48.09,45.34,50.07,48.95,46.02,49.3,46.46,44.69,44.39,48.81,46.85,50.1,42.28,40.18,36.77,36.21,34.93,25.31,26.41,21.26,22.01
0.0,3.86,5.73,12.85,14.0,19.92,22.74,23.93,30.16,31.48,30.51,31.98,33.12,33.75,26.05,29.9,31.59,30.41,24.21,27.14,28.89,32.46,31.5,30.91,35.19,35.19,33.25,33.16,30.23,30.59,27.68,32.05,35.16,36.87,32.07,34.28,24.24,31.51,31.43,37.28,32.93,30.77,31.76,29.62,27.05,24.32,21.73,23.12,20.16,16.24
1.15,6.39,16.55,24.84,29.2,36.89,47.77,56.49,59.77,64.86,64.75,72.85,65.94,67.61,71.09,67.51,67.4,69.04,68.04,66.88,65.01,67.41,70.46,72.52,68.05,69.44,67.99,66.91,68.72,70.74,64.52,62.82,65.58,67.81,69.79,64.21,59.71,65.65,66.59,63.69,66.24,64.0,54.63,51.03,46.79,39.12,37.92,31.87,29.26,21.56
56.58,97.84,79.96,80.58,58.79,92.56,93.55,87.37,75.58,58.25,106.48,66.62,56.44,68.54,70.4,91.28,60.24,47.6,55.52,19.91,62.99,55.55,77.97,54.72,68.35,92.11,74.75,73.52,125.84,83.06,74.89,64.38,67.84,67.25,63.29,70.65,72.32,53.17,87.69,73.03,64.96,70.76,79.27,50.51,66.85,53.88,99.99,53.35,53.98,111.3
2.34,6.95,10.56,21.26,28.74,38.66,42.5,45.67,52.68,65.04,59.14,65.02,63.0,65.5,60.85,60.62,64.22,62.5,62.32,67.23,64.34,56.56,64.92,64.62,66.08,59.71,63.5,62.86,59.65,65.37,61.8,65.98,60.3,58.14,61.8,63.22,60.92,53.33,63.68,63.66,60.92,54.7,55.08,47.4,45.52,37.07,37.12,31.19,23.28,16.68
1.36,5.95,13.23,23.07,33.87,37.04,45.2,54.24,60.84,68.33,68.47,70.81,69.28,67.05,65.88,70.82,69.59,64.68,64.59,65.66,65.28,70.39,68.61,68.97,67.88,68.02,62.56,69.68,65.61,67.2,65.88,67.74,69.02,64.27,68.06,65.95,71.27,63.96,64.29,66.22,67.11,61.89,55.28,52.51,47.21,42.46,34.79,32.17,27.52,17.57
92.76,110.43,108.82,102.67,96.43,100.3,96.79,105.28,84.07,85.36,113.9,121.53,96.26,116.91,87.06,89.95,113.81,105.97,115.6,101.95,84.17,99.01,110.75,94.73,92.89,102.13,89.61,99.87,97.09,90.44,108.09,104.08,123.27,117.76,93.07,88.66,75.95,90.52,45.22,97.7,101.61,86.7,100.81,84.85,94.82,89.1,55.16,97.73,95.0,88.82
0.0,2.46,12.8,16.07,18.5,27.48,32.1,35.77,40.14,44.65,43.54,45.86,46.64,45.65,50.6,46.27,48.66,45.79,39.15,41.67,42.29,44.5,51.48,46.34,44.93,48.96,40.89,43.78,43.34,46.44,47.94,46.66,46.71,44.17,46.21,42.73,47.27,43.75,41.88,45.36,44.17,39.77,42.69,35.79,34.08,29.4,27.9,31.31,21.35,22.9
1.14,6.47,11.91,19.34,23.19,27.68,32.46,38.08,41.67,45.74,51.37,51.56,47.45,49.19,45.92,46.2,51.01,52.42,47.84,54.18,52.17,54.05,48.37,53.83,55.81,48.03,48.81,46.43,45.84,45.87,46.84,50.1,46.96,50.0,50.07,47.86,49.08,47.69,48.34,46.85,50.2,48.47,42.11,42.69,35.91,29.1,31.59,25.55,25.27,17.44
1.03,6.9,15.16,20.49,23.34,30.94,35.55,46.99,47.1,54.91,56.85,54.86,58.29,55.56,57.96,56.24,56.49,60.81,50.07,59.14,60.31,55.61,60.29,54.6,55.49,55.15,60.33,52.24,62.4,56.56,59.32,59.06,57.93,55.67,61.2,55.93,55.28,60.11,57.91,61.55,56.45,54.44,48.1,44.25,40.13,37.0,30.05,26.43,27.53,20.8
0.0,9.47,14.04,22.22,33.46,38.23,44.14,50.93,58.59,69.72,65.29,63.26,68.26,62.74,66.04,64.8,66.72,69.63,65.77,68.18,69.46,65.42,65.46,71.35,67.0,68.77,68.75,63.65,64.96,68.37,61.04,66.61,64.65,70.57,68.28,70.81,67.12,66.9,66.33,65.73,68.77,59.69,56.92,51.36,46.88,39.79,37.94,30.5,26.0,18.43
2.79,3.14,10.71,15.47,23.07,28.49,31.0,39.59,42.98,47.57,44.88,49.55,45.49,45.59,47.08,50.29,47.18,45.55,50.64,53.68,51.12,54.61,53.43,47.74,51.1,48.93,52.39,48.93,46.84,53.32,50.16,47.21,47.71,47.19,46.2,47.77,50.32,49.4,47.89,53.69,49.18,43.01,44.58,39.36,36.16,32.81,33.03,29.53,25.95,19.83
87.39,100.58,104.55,110.53,104.51,88.46,94.35,93.26,107.24,107.54,68.6,104.39,76.06,80.06,99.09,101.95,115.82,101.71,89.06,65.15,100.57,95.95,81.4,101.8,103.52,88.82,109.71,108.63,93.23,100.92,112.13,105.18,92.35,66.96,107.46,76.39,119.6,138.34,115.28,113.03,111.49,102.33,88.43,98.41,76.86,116.38,90.97,94.37,113.48,106.95
0.0,4.77,11.11,18.15,24.91,29.25,35.25,41.37,45.93,50.98,51.64,52.7,49.53,58.22,50.27,50.82,49.89,58.22,54.49,50.02,56.15,53.43,53.6,51.79,50.58,53.84,51.19,58.28,49.02,57.44,52.49,53.72,55.33,50.94,55.42,44.7,50.67,50.06,49.07,52.18,49.32,47.79,46.48,40.48,37.76,35.52,31.98,25.14,25.64,22.25
1.79,2.92,8.38,14.09,13.93,17.5,27.42,32.16,39.76,40.4,43.31,44.37,44.39,40.94,34.2,41.47,43.23,39.84,45.32,42.67,41.79,43.35,41.09,32.61,38.59,43.68,37.67,39.42,36.95,45.44,45.13,37.44,40.53,38.05,41.93,41.62,42.52,41.08,48.89,37.0,41.73,37.47,36.22,36.73,26.91,29.76,30.97,25.03,25.53,18.74
0.0,5.14,9.54,10.87,13.09,20.08,23.78,27.27,33.05,34.69,36.36,35.39,38.24,34.92,39.12,32.79,32.89,38.25,35.92,34.83,38.86,34.37,35.59,40.39,40.8,40.9,35.34,39.88,33.34,33.47,29.14,41.21,33.6,35.81,33.46,38.27,35.06,32.27,37.51,31.89,33.88,34.61,33.36,28.44,30.85,23.65,24.24,23.08,20.53,18.87
0.0,5.18,11.08,16.53,24.95,28.35,39.45,43.92,50.92,55.4,56.4,61.41,56.79,55.45,54.48,59.03,53.85,61.87,62.13,57.1,56.3,59.42,59.62,53.91,54.75,52.36,57.56,58.33,52.28,54.97,52.29,53.63,57.98,54.13,55.43,51.45,56.89,56.2,54.14,55.76,55.6,52.87,45.93,43.5,38.46,34.37,27.89,30.75,22.66,22.33
0.39,8.22,13.14,21.28,28.47,37.38,40.74,49.92,60.99,66.64,58.22,60.35,64.38,60.92,64.11,61.09,61.97,66.88,65.06,64.29,66.95,65.76,68.66,62.94,63.03,60.41,63.03,67.21,68.22,67.2,58.93,67.57,58.8,67.01,63.21,66.42,60.32,67.83,59.92,62.31,67.01,59.44,55.11,51.55,47.74,35.79,32.14,32.47,24.37,18.66
0.0,2.42,4.0,11.29,18.68,20.6,26.64,26.96,35.88,37.46,40.88,36.99,38.56,39.77,40.93,33.24,40.72,37.87,40.69,40.9,43.4,42.63,42.61,42.9,39.45,38.67,41.19,40.77,37.64,39.79,38.47,36.01,42.44,38.74,44.72,33.7,36.9,38.67,41.98,39.77,38.6,36.32,31.9,30.08,32.25,29.05,28.29,24.78,22.35,16.55
0.0,4.09,4.81,10.48,16.17,15.03,22.43,22.83,30.59,29.74,35.28,24.22,34.08,27.66,26.35,34.01,32.66,34.23,32.87,36.65,32.14,30.0,31.49,34.2,28.13,28.51,29.54,24.15,30.88,24.81,30.62,33.06,29.04,35.5,26.08,34.04,32.49,25.32,38.6,30.27,28.78,30.68,27.27,25.29,24.86,24.56,26.17,18.46,21.21,21.25
