speed_t0,speed_t1,speed_t2,speed_t3,speed_t4,speed_t5,speed_t6,speed_t7,speed_t8,speed_t9,speed_t10,speed_t11,speed_t12,speed_t13,speed_t14,speed_t15,speed_t16,speed_t17,speed_t18,speed_t19,speed_t20,speed_t21,speed_t22,speed_t23,speed_t24,speed_t25,speed_t26,speed_t27,speed_t28,speed_t29,speed_t30,speed_t31,speed_t32,speed_t33,speed_t34,speed_t35,speed_t36,speed_t37,speed_t38,speed_t39,speed_t40,speed_t41,speed_t42,speed_t43,speed_t44,speed_t45,speed_t46,speed_t47,speed_t48,speed_t49
71.41,94.95,100.6,103.53,98.62,84.39,106.83,103.51,129.94,78.29,76.63,112.39,32.08,97.27,108.71,113.83,101.13,87.97,90.8,98.69,96.34,85.64,62.4,85.41,124.4,94.12,114.72,69.08,88.7,100.28,62.26,132.83,88.28,133.01,94.59,106.55,90.05,104.11,98.61,95.71,92.94,88.12,115.77,89.65,126.74,80.62,95.1,112.43,88.96,99.5
0.0,5.68,16.12,20.86,28.03,36.46,40.76,50.28,57.48,71.25,65.29,69.54,69.05,68.7,65.31,67.46,67.14,65.18,67.43,70.08,70.9,67.82,65.82,68.89,63.71,65.19,70.15,71.94,69.74,66.08,59.75,68.67,67.89,67.98,62.02,65.33,71.92,63.25,68.06,64.35,67.82,60.33,54.49,46.01,42.8,37.27,33.49,30.27,24.77,18.21
72.14,25.22,78.08,81.92,78.66,85.88,54.54,73.23,61.32,58.93,55.77,102.49,83.69,92.22,24.82,62.81,80.81,100.86,79.05,71.4,76.01,86.13,72.56,71.35,64.62,77.01,57.52,68.13,71.21,60.03,72.48,29.66,90.16,69.91,67.29,69.62,80.26,65.26,65.25,76.0,113.01,75.16,74.24,94.84,72.99,65.9,91.35,74.68,98.0,88.21
76.56,104.55,71.01,38.22,81.91,72.89,95.18,96.45,109.39,67.8,82.27,78.44,69.14,69.39,79.38,71.78,65.63,78.86,64.11,71.79,81.72,75.76,74.29,68.32,94.21,78.37,65.21,87.11,107.7,57.23,61.78,75.01,68.59,66.27,38.74,90.75,98.69,122.93,76.84,118.52,66.51,122.9,68.49,72.48,73.74,40.53,87.79,66.01,85.66,72.0
85.09,75.91,83.02,69.41,66.12,70.74,78.49,62.68,82.07,15.29,1.11,76.25,50.38,75.96,76.47,69.61,72.17,78.84,59.7,75.17,79.61,108.54,52.38,70.55,54.11,53.6,96.09,66.58,79.39,61.5,99.24,27.54,55.31,87.46,79.04,59.06,79.84,72.94,47.08,72.01,71.92,70.73,63.95,54.37,81.8,64.43,55.05,18.82,56.74,54.26
50.14,58.59,47.73,72.38,56.86,53.91,58.31,98.55,65.45,15.69,58.77,60.12,23.31,55.17,77.76,65.98,47.71,55.94,53.43,73.43,72.21,72.33,60.71,46.99,53.07,53.51,52.16,64.99,76.78,59.87,47.93,63.09,63.1,58.33,82.9,84.32,67.48,0.0,49.04,66.76,64.0,56.05,66.03,71.72,18.06,53.11,57.52,17.71,53.72,70.83
0.0,5.41,9.12,11.96,23.23,26.1,31.19,35.87,42.9,46.69,45.43,51.34,46.82,47.44,49.41,45.81,49.88,46.1,43.72,49.98,48.76,45.17,50.39,43.98,48.2,41.85,45.76,44.4,43.15,47.0,47.93,48.77,46.93,48.22,43.56,44.29,46.88,44.3,46.95,44.98,45.95,43.27,41.07,35.65,37.79,30.75,27.39,25.23,24.81,19.46
0.0,9.55,17.18,18.76,27.15,34.5,43.3,48.91,56.55,63.05,64.67,59.72,67.03,60.77,68.96,69.26,60.0,67.06,68.98,58.54,58.88,57.07,60.53,60.33,62.34,59.52,65.42,63.44,64.62,66.43,64.13,62.67,60.88,66.04,64.16,64.0,61.53,64.25,61.0,64.28,67.74,59.68,53.13,48.34,45.03,37.35,34.99,29.95,23.09,15.37
2.33,2.44,5.17,13.58,19.42,23.29,25.97,35.46,34.13,38.07,40.18,44.11,46.43,38.58,40.23,37.13,40.75,39.85,41.44,43.43,37.17,40.16,39.96,41.27,45.0,38.84,42.62,45.81,38.26,41.24,41.21,36.91,42.53,44.16,38.79,39.93,35.56,43.95,43.39,37.93,43.1,37.64,39.57,33.36,30.78,30.24,28.64,28.94,24.03,22.14
0.0,3.59,8.03,8.68,20.09,23.59,27.81,31.38,38.83,42.48,38.09,39.74,41.76,45.66,44.31,40.17,39.1,40.54,38.73,42.09,43.78,43.33,41.02,42.53,38.53,40.39,43.38,49.2,46.49,38.52,44.98,42.97,43.06,50.1,40.99,44.03,44.75,40.36,36.17,38.46,45.54,40.0,38.3,38.11,31.81,29.11,30.34,21.87,21.97,19.43
0.26,5.07,5.69,10.45,14.6,20.19,24.57,30.6,30.85,38.32,37.95,39.62,36.23,39.83,40.03,37.79,37.37,36.85,38.46,38.32,32.48,34.76,39.64,37.51,36.12,42.06,39.21,40.01,36.11,37.93,36.53,33.66,37.36,36.6,36.55,39.74,36.44,36.98,37.13,38.28,33.81,34.95,34.15,32.45,32.7,32.21,26.4,21.09,29.48,22.28
1.07,6.97,15.34,18.83,28.18,35.53,40.94,48.85,55.55,61.32,64.39,67.63,67.65,63.47,64.32,64.35,62.23,62.26,67.21,61.41,63.09,62.56,64.92,70.44,62.97,59.21,63.86,60.62,64.31,61.25,64.03,59.96,62.74,60.56,67.3,61.36,65.2,64.07,64.13,64.66,62.3,59.08,51.91,47.67,40.78,42.23,36.36,32.08,25.56,20.59
0.91,7.89,10.25,17.87,16.17,26.09,33.84,38.94,40.68,49.98,45.32,43.64,44.65,43.44,47.39,47.35,46.34,43.66,51.24,46.05,55.62,50.52,41.74,51.63,45.82,45.14,47.11,51.32,49.49,48.47,45.46,50.75,44.97,51.05,48.92,46.14,54.3,50.66,49.6,48.23,45.08,47.21,41.31,37.71,34.92,33.17,33.47,28.64,20.81,17.92
0.33,5.85,12.19,18.87,20.85,22.51,25.07,33.31,38.83,39.92,43.87,39.92,41.88,36.42,43.96,48.38,38.44,45.69,42.08,43.83,38.69,39.13,42.49,41.58,42.67,37.83,44.06,43.39,45.54,43.17,48.99,48.25,42.28,42.16,39.73,38.16,41.54,40.29,39.87,43.28,43.78,38.9,35.03,35.09,30.54,27.57,27.98,25.77,21.74,20.55
1.0,6.63,14.41,21.74,27.6,32.26,40.69,45.14,53.11,60.61,58.05,59.57,57.69,60.5,59.93,56.35,58.45,53.62,56.7,61.05,60.24,62.65,59.97,59.22,65.39,58.8,58.66,59.96,57.48,60.58,57.64,58.52,57.58,54.48,52.56,55.54,63.24,60.04,58.37,56.69,63.49,56.27,51.0,45.74,40.95,36.92,33.35,30.68,21.87,21.53
72.47,67.69,77.9,76.84,81.86,88.01,51.55,74.64,63.31,77.2,55.32,72.8,49.6,72.71,72.25,64.12,67.46,39.17,53.59,56.63,74.45,85.01,81.63,47.84,87.07,87.8,30.22,63.45,65.98,76.17,68.55,76.86,31.78,59.33,61.68,62.39,77.32,75.14,80.09,85.17,76.92,50.8,67.17,68.79,75.28,60.87,89.95,67.37,68.22,69.84
0.0,1.49,7.24,10.28,10.94,14.45,19.61,25.95,26.7,28.05,36.8,33.91,34.46,28.89,31.37,30.45,30.99,29.46,27.29,31.19,28.66,32.76,30.91,25.22,35.14,32.3,29.62,29.99,27.31,30.81,33.04,36.23,30.73,31.14,34.58,27.52,31.43,28.73,31.39,33.81,30.82,29.85,25.58,24.9,27.6,22.43,25.24,19.35,18.2,20.05
55.92,61.76,57.15,98.72,70.7,69.05,68.31,58.91,56.4,64.39,0.7,68.38,63.83,68.75,67.42,89.71,51.9,86.75,55.24,21.72,58.73,76.2,74.69,77.9,74.89,93.19,90.17,91.36,83.37,95.34,72.18,37.81,59.43,69.2,45.16,79.19,93.76,75.41,84.95,82.23,60.05,72.42,74.46,54.53,85.87,62.47,65.93,65.37,68.98,103.69
111.35,95.22,138.06,114.43,99.47,117.13,121.08,119.15,129.18,51.39,107.55,109.27,104.7,111.93,84.89,107.88,88.89,93.87,140.0,103.03,113.79,139.63,118.7,102.55,81.96,108.13,116.27,87.99,94.83,128.71,98.88,92.92,88.55,123.92,127.41,78.65,64.75,91.93,94.8,113.95,100.04,91.59,110.78,119.22,111.86,75.98,92.04,105.99,102.49,101.49
0.0,7.47,5.13,7.54,12.82,22.58,19.34,24.83,27.64,33.83,43.86,33.6,34.02,36.24,37.31,34.89,37.87,30.8,32.08,37.87,34.41,30.59,30.41,31.95,34.39,35.78,33.39,35.54,33.07,38.05,42.04,33.2,35.82,35.58,34.8,36.34,35.82,32.97,38.33,34.99,33.51,31.82,34.9,27.19,27.79,27.07,22.83,24.17,20.8,20.75
100.21,109.39,82.42,73.77,102.61,107.23,82.52,41.2,83.58,64.45,81.05,105.12,82.52,72.06,90.5,76.54,83.74,69.32,72.1,52.39,85.93,75.23,53.42,59.98,75.14,98.51,93.94,84.29,86.27,84.44,90.39,74.95,116.36,88.78,81.39,78.69,94.64,82.74,76.16,107.64,93.77,65.22,120.25,97.39,82.52,87.82,97.58,95.25,79.26,82.98
1.92,5.66,16.2,20.8,28.95,39.25,45.54,48.04,58.87,66.77,69.76,73.94,65.88,63.58,66.69,70.71,71.37,66.37,65.43,62.11,66.17,62.39,63.01,66.64,62.1,66.99,68.78,62.77,64.16,61.59,67.71,61.47,68.03,66.8,72.4,70.94,62.37,71.4,64.32,63.51,66.23,55.79,53.01,47.07,44.25,40.69,34.27,28.96,21.62,17.5
0.0,5.16,7.33,12.34,16.01,22.74,28.06,29.39,36.16,39.88,40.21,41.98,38.81,44.33,39.01,41.31,40.24,38.62,35.25,43.03,40.26,45.86,44.02,43.97,42.57,42.63,40.84,42.84,39.02,33.04,42.49,42.56,36.4,41.91,41.86,43.6,40.05,35.8,38.92,38.9,40.76,36.31,36.77,33.02,31.04,33.73,23.27,25.61,23.13,21.26
2.81,7.43,16.73,23.8,27.15,36.07,44.97,51.84,60.28,67.64,66.07,74.73,67.73,69.29,67.75,65.46,65.75,63.83,62.1,70.12,65.44,67.08,71.87,70.78,67.72,66.64,66.81,73.88,67.79,76.25,63.37,67.41,70.77,70.51,69.16,65.44,63.33,66.73,70.4,72.37,68.84,61.93,56.9,48.64,45.06,39.91,34.87,29.76,26.45,23.54
2.55,0.0,12.06,14.41,16.29,17.41,22.39,27.85,34.83,35.86,38.65,34.51,31.45,42.39,38.61,40.63,35.4,33.43,38.44,34.27,40.64,38.3,38.17,38.2,43.68,39.54,36.97,37.99,34.97,36.01,41.33,37.71,39.87,34.91,40.12,36.99,38.26,37.76,38.13,37.25,33.48,36.08,35.67,36.11,27.72,25.97,19.87,20.81,19.82,18.21
0.0,5.13,14.98,24.01,28.13,34.53,43.07,50.93,58.28,64.0,64.93,62.71,65.93,63.31,69.55,65.55,61.01,68.45,66.35,65.9,66.97,66.68,66.03,64.01,67.21,63.98,68.48,65.99,65.06,66.39,64.97,68.32,67.34,64.71,54.72,67.08,65.74,71.78,60.6,63.84,66.96,57.8,54.26,49.31,41.64,40.5,35.02,29.51,25.96,19.61
0.0,4.7,10.04,13.22,17.79,21.73,29.91,34.95,43.46,43.08,42.03,39.23,40.65,41.03,42.03,43.81,44.11,47.75,41.96,45.09,41.51,48.44,43.79,42.8,41.04,46.14,43.81,44.03,40.25,41.07,38.13,41.89,41.98,39.38,43.2,42.37,41.24,40.85,43.91,41.08,43.72,40.33,43.63,36.85,33.01,34.61,27.69,32.29,25.93,19.96
1.42,2.58,4.34,7.49,15.46,18.86,21.34,23.32,25.03,26.3,30.84,30.86,29.13,29.25,30.58,33.85,33.64,31.56,28.83,29.1,29.38,28.76,26.81,27.78,31.92,28.19,30.22,30.12,31.49,28.13,20.19,28.27,27.34,23.81,28.46,28.06,30.03,31.69,35.74,30.4,27.11,24.92,27.27,27.68,25.75,27.33,23.73,18.96,20.85,19.79
2.09,7.51,14.29,18.74,29.99,31.81,38.61,43.13,51.45,57.62,57.81,57.11,58.26,65.14,57.17,60.92,56.78,56.23,62.21,54.67,60.21,56.95,55.7,56.72,51.22,54.82,58.37,57.23,55.14,62.42,54.99,62.28,58.41,57.18,58.25,58.85,55.11,55.19,57.37,59.28,60.12,55.02,51.88,45.1,40.42,38.65,32.97,23.72,23.31,15.63
0.0,4.98,9.02,16.69,15.6,22.75,23.39,32.26,35.9,40.87,43.84,39.9,43.34,38.12,42.16,48.59,39.19,40.65,46.85,45.61,47.15,40.79,42.94,43.28,39.57,38.55,38.18,40.4,38.07,39.87,38.88,43.44,43.09,40.19,40.88,43.69,40.84,40.11,37.91,45.82,40.54,40.34,37.59,32.19,31.72,26.69,23.88,25.67,20.16,18.77
