speed_t0,speed_t1,speed_t2,speed_t3,speed_t4,speed_t5,speed_t6,speed_t7,speed_t8,speed_t9,speed_t10,speed_t11,speed_t12,speed_t13,speed_t14,speed_t15,speed_t16,speed_t17,speed_t18,speed_t19,speed_t20,speed_t21,speed_t22,speed_t23,speed_t24,speed_t25,speed_t26,speed_t27,speed_t28,speed_t29,speed_t30,speed_t31,speed_t32,speed_t33,speed_t34,speed_t35,speed_t36,speed_t37,speed_t38,speed_t39,speed_t40,speed_t41,speed_t42,speed_t43,speed_t44,speed_t45,speed_t46,speed_t47,speed_t48,speed_t49
0.0,6.0,12.05,17.08,25.32,26.06,36.61,40.46,49.64,50.94,56.79,50.2,53.43,51.66,49.75,53.34,54.79,54.96,52.31,50.47,51.56,47.86,49.92,50.18,56.03,56.03,59.88,54.21,52.04,53.53,52.99,51.6,54.45,54.07,53.25,52.61,55.39,51.83,52.28,54.92,55.37,48.19,46.69,41.4,40.86,34.5,29.72,30.24,23.16,21.04
3.07,7.91,14.66,18.45,29.19,32.5,40.09,49.72,53.21,61.38,54.56,62.02,58.41,63.31,60.21,59.13,59.38,59.58,56.65,57.04,59.68,65.35,62.83,63.1,64.28,61.53,59.32,59.46,58.21,63.12,57.88,66.96,57.98,64.36,64.37,62.56,65.55,60.1,61.07,61.36,60.58,56.13,51.35,45.05,43.69,39.35,32.4,28.16,26.35,19.47
86.38,76.63,79.89,77.98,97.51,71.19,90.35,84.47,103.9,96.5,72.27,80.42,86.98,80.42,131.39,89.19,84.83,98.92,73.02,62.69,38.49,85.45,49.89,60.2,93.18,75.0,60.95,79.01,84.7,85.82,63.54,32.46,99.49,98.63,101.81,72.59,97.69,75.94,96.62,78.3,91.37,105.57,124.35,76.08,73.48,96.46,102.98,92.3,81.01,120.55
3.4,5.52,11.09,19.86,26.25,30.59,36.52,47.36,49.95,54.26,56.7,59.83,55.89,60.77,58.33,60.14,58.32,54.39,56.07,53.32,57.72,52.78,58.05,46.31,59.6,53.86,54.3,61.28,58.13,59.71,54.15,60.05,56.75,57.52,61.64,53.68,59.91,58.32,56.53,53.88,57.55,54.83,48.53,45.85,38.55,37.77,30.48,28.87,25.66,20.2
0.0,2.11,9.61,19.08,20.68,19.46,25.71,30.93,34.81,42.55,38.2,38.16,40.54,41.78,43.04,45.18,43.77,45.23,41.27,42.9,42.02,39.31,37.19,41.1,35.67,39.71,44.75,43.65,43.18,46.65,40.93,45.16,40.69,43.94,43.57,43.73,41.95,44.07,44.3,38.82,43.57,37.96,37.53,35.85,34.24,30.58,28.36,25.06,20.54,18.41
0.95,1.07,11.75,14.27,19.88,23.96,30.0,35.61,41.62,47.73,45.26,47.57,43.34,46.11,42.4,42.0,44.15,44.33,47.13,41.37,51.6,39.75,45.81,44.27,43.18,44.6,47.14,47.61,44.47,46.12,41.14,44.57,46.31,38.28,45.37,44.62,48.94,45.63,46.57,44.31,45.22,39.01,42.15,33.81,33.11,30.19,28.4,23.06,20.17,19.96
0.0,5.97,12.28,15.53,16.79,25.19,27.4,31.5,39.51,44.8,48.21,45.87,39.4,41.86,40.98,44.11,47.32,43.33,43.71,41.53,46.76,48.17,44.37,49.21,42.84,40.28,46.88,44.18,42.73,44.7,39.72,39.23,44.75,45.77,48.65,47.13,46.38,48.28,45.94,43.44,44.27,42.63,37.45,36.49,32.62,30.37,28.69,27.56,23.3,21.25
2.82,3.98,16.8,16.8,24.29,29.45,32.2,38.29,44.93,46.65,55.65,52.86,53.98,49.26,51.84,52.49,49.48,52.45,51.76,52.48,47.3,54.22,51.75,50.04,50.11,50.28,47.91,53.96,53.28,53.49,54.93,50.96,45.43,52.28,52.17,55.06,53.64,50.8,49.96,53.41,52.04,43.23,43.67,38.92,38.04,29.1,26.81,25.56,24.41,20.44
0.09,4.57,12.73,18.37,29.77,35.58,43.06,52.21,55.83,65.99,59.83,58.53,64.14,69.52,65.17,68.12,61.53,65.91,62.95,62.83,67.29,64.69,60.9,65.35,62.91,60.72,62.07,71.19,68.69,59.01,64.49,64.71,64.26,63.06,67.3,67.88,68.2,66.05,66.88,64.02,69.03,58.09,51.92,47.52,45.81,43.52,38.43,31.7,26.76,20.93
79.71,74.66,61.42,91.57,87.04,61.69,78.79,88.55,76.04,98.17,88.17,74.08,63.48,57.21,35.84,94.69,60.97,36.53,59.97,73.02,76.41,56.14,82.5,68.63,77.64,88.47,79.89,69.87,94.34,70.48,72.13,57.75,56.31,54.98,13.63,58.85,67.68,80.93,66.1,73.65,64.94,101.55,89.11,94.15,74.28,54.93,68.44,63.81,79.93,59.85
0.0,6.1,10.62,20.18,20.78,20.04,27.9,34.9,49.39,47.88,44.04,49.23,53.22,46.02,46.83,48.04,50.03,43.67,38.61,48.6,51.45,47.01,46.12,47.45,52.74,45.96,49.66,44.49,44.63,50.48,52.85,50.62,41.79,46.69,48.67,48.13,42.19,44.06,45.54,47.75,50.17,46.86,39.2,35.05,36.81,27.98,31.27,25.98,24.34,20.61
0.0,7.57,16.02,19.31,32.73,36.82,45.5,54.74,61.18,71.65,65.84,65.23,64.84,63.97,69.54,67.77,71.47,67.91,61.63,70.17,62.75,69.48,66.53,69.54,64.51,71.17,68.95,67.81,63.76,74.27,66.12,69.63,65.99,80.17,69.29,67.0,70.66,71.09,70.02,67.87,70.1,63.12,51.75,54.55,44.77,43.41,37.26,30.46,27.33,21.04
87.67,72.28,74.04,82.86,104.75,91.57,121.17,96.43,76.69,68.27,66.14,89.96,99.03,133.53,77.22,53.39,111.71,94.48,105.04,97.67,84.43,79.21,67.83,115.7,84.35,84.61,85.84,59.67,96.54,97.93,91.64,73.16,91.59,87.46,41.04,53.06,85.05,89.37,76.82,39.8,95.62,89.79,99.18,78.99,65.21,78.85,95.7,91.94,111.81,105.0
1.14,7.05,10.95,12.76,18.98,23.25,31.66,32.08,36.98,44.04,45.61,47.47,47.67,45.72,45.76,40.22,41.69,43.2,45.48,41.9,42.78,45.38,44.11,44.7,41.37,42.74,42.29,43.7,42.4,42.0,44.08,49.99,45.45,38.36,44.76,42.16,40.88,45.81,43.93,51.16,47.56,42.54,40.52,33.59,34.51,28.31,29.36,22.13,21.96,15.89
50.17,43.69,68.6,61.92,55.18,62.19,50.81,64.65,59.85,31.84,80.39,72.07,64.29,65.83,75.68,30.7,64.98,53.87,77.38,59.5,29.41,60.44,57.88,71.33,112.61,91.64,67.74,62.61,53.99,48.2,16.66,60.46,65.88,61.01,61.32,63.42,101.24,72.07,46.0,67.82,6.47,69.2,64.63,59.87,60.34,62.43,73.88,72.82,71.41,44.63
82.64,106.62,80.76,101.47,94.28,114.27,94.93,112.93,93.47,140.0,124.37,86.83,103.15,132.63,61.43,100.38,109.11,100.14,79.16,113.23,36.75,94.64,114.13,95.36,91.32,110.19,89.43,84.98,140.0,56.61,84.72,107.29,105.22,95.33,96.15,105.29,139.56,96.25,107.5,106.43,110.19,100.11,88.7,94.09,103.76,121.46,93.84,109.3,124.53,53.99
1.65,4.39,11.39,15.36,20.31,24.72,26.44,28.2,32.77,35.06,36.78,43.08,39.57,39.96,34.13,33.81,39.66,41.6,37.22,44.24,41.44,36.51,39.33,46.66,35.5,40.82,38.26,41.35,43.03,38.07,42.59,45.9,39.43,41.59,37.46,39.29,38.7,41.62,42.85,38.9,37.07,37.23,33.84,32.46,31.67,27.94,24.17,24.17,20.34,19.46
78.71,59.36,83.85,79.78,55.65,20.28,61.97,76.44,56.72,73.5,77.1,53.31,74.75,71.15,64.42,54.37,58.38,61.76,43.82,71.79,56.86,29.2,62.32,53.7,82.87,55.58,83.67,68.7,54.68,53.25,68.72,50.12,45.11,83.31,69.56,59.43,62.56,68.67,74.28,0.0,67.0,56.52,83.57,64.53,62.52,71.43,68.45,44.5,46.31,58.16
0.24,5.33,11.54,14.46,16.43,24.05,30.11,30.71,38.74,42.29,40.11,42.67,42.31,32.91,39.36,44.74,39.1,38.57,44.89,42.24,46.15,40.39,45.39,39.11,34.07,43.8,43.5,43.8,41.16,46.18,44.38,44.25,42.14,37.74,41.98,42.86,47.88,42.58,38.64,43.18,41.97,38.08,36.5,35.4,31.25,27.72,25.22,25.4,23.4,19.86
83.48,41.29,66.26,39.61,60.46,64.7,41.43,0.0,60.56,61.74,102.05,44.58,78.99,31.49,46.15,63.81,65.43,79.84,64.02,86.52,67.03,33.61,49.61,47.6,73.12,100.08,84.08,68.54,72.4,62.83,55.71,48.75,47.67,79.04,70.47,56.78,53.02,37.37,50.74,58.26,43.26,93.62,45.62,75.53,60.25,54.9,58.71,20.45,93.78,49.92
0.42,5.13,13.94,20.62,26.65,34.02,36.55,46.62,49.76,55.66,56.98,58.79,60.59,53.14,57.57,62.37,56.82,60.34,59.02,60.41,55.11,55.13,57.6,52.95,56.73,58.3,62.9,58.75,59.42,61.04,54.65,57.05,64.82,57.31,60.89,60.44,53.11,58.48,57.98,58.53,58.61,55.8,50.18,45.07,41.48,36.96,30.26,25.86,24.01,20.16
0.0,7.16,12.46,20.14,23.09,28.99,36.33,37.87,41.73,50.7,47.32,47.66,51.48,48.72,50.86,54.14,50.04,56.54,46.77,49.85,48.68,53.11,43.58,45.97,49.98,54.95,50.98,46.24,46.71,55.32,48.44,47.47,54.73,53.33,54.12,47.45,45.72,50.7,51.3,51.39,47.45,51.84,46.48,44.53,36.96,34.57,29.18,28.5,20.94,14.91
96.72,100.78,62.15,94.49,118.07,60.15,74.31,72.03,87.97,91.89,77.8,70.76,111.15,76.39,72.57,76.43,103.42,73.99,66.5,117.67,77.27,91.84,105.77,43.51,21.67,103.77,99.75,58.83,82.3,104.04,80.53,64.17,71.57,81.47,94.96,74.92,88.91,61.77,61.66,73.2,96.25,79.82,82.47,82.33,92.3,71.67,87.25,69.02,60.37,69.38
0.72,2.4,8.4,14.94,14.56,17.43,22.54,25.07,31.79,32.61,36.37,38.88,33.26,33.22,30.05,37.17,33.69,33.79,35.2,34.81,33.48,37.86,29.09,34.54,35.12,32.66,35.75,35.89,37.23,33.57,33.25,35.52,33.31,29.34,36.49,28.4,35.11,41.52,35.5,31.82,36.49,33.35,32.21,30.65,29.43,25.56,22.68,22.14,23.4,16.47
0.07,4.49,5.46,14.66,19.67,25.26,27.37,30.1,37.18,44.19,45.59,44.74,40.65,44.71,44.5,42.78,43.3,42.6,39.5,49.87,45.94,44.36,41.56,42.5,39.26,44.19,43.79,42.16,42.87,41.88,41.29,40.45,39.71,40.67,40.9,46.04,40.92,36.67,43.65,44.65,42.63,41.94,35.11,36.81,33.15,29.41,29.73,25.54,20.56,21.96
0.0,6.15,6.86,7.13,14.85,16.27,22.74,23.72,25.74,29.44,30.91,31.44,30.77,32.33,29.36,28.24,31.81,25.95,32.38,32.69,28.18,34.79,29.47,29.21,28.56,31.87,29.35,26.21,31.55,29.65,33.78,31.45,31.32,33.57,31.0,32.87,28.57,35.46,31.35,26.92,29.72,30.33,26.61,29.5,26.58,25.13,23.65,22.3,18.63,20.59
0.0,5.66,10.08,11.01,13.89,21.19,24.25,27.41,33.33,33.2,30.85,33.83,36.96,34.31,33.55,36.58,25.83,33.93,36.57,34.35,39.45,33.57,33.78,32.6,33.28,36.39,37.98,42.02,37.29,32.02,39.28,37.02,35.64,38.76,42.66,34.99,33.06,39.54,43.53,35.99,37.88,30.82,30.45,28.29,27.48,27.53,26.54,23.29,19.17,16.0
0.71,4.67,11.08,24.58,31.8,33.08,37.13,49.99,55.04,62.7,57.31,63.94,61.55,64.36,64.33,53.86,64.31,64.44,57.39,56.47,63.48,61.5,59.23,65.48,62.07,54.9,58.11,64.29,61.27,59.0,62.52,59.34,57.42,64.21,64.66,62.6,56.56,66.71,66.61,64.98,59.89,54.51,51.53,47.79,41.4,40.89,30.25,29.97,24.83,22.44
0.0,4.57,10.43,10.95,15.02,26.53,24.08,33.33,34.29,37.85,33.17,38.17,34.87,38.82,36.17,39.62,36.35,40.38,36.06,33.11,41.26,36.39,42.82,36.78,36.23,37.85,37.02,39.08,39.91,40.36,38.44,34.2,43.87,37.59,37.44,38.43,37.92,33.45,40.43,36.24,38.05,36.5,37.22,33.98,29.97,24.58,26.27,24.42,24.59,17.06
69.29,35.45,75.22,47.22,72.04,72.91,70.86,67.83,28.92,76.78,58.28,77.33,84.96,83.21,76.96,55.14,69.45,68.45,79.04,77.26,73.11,50.24,39.78,80.91,33.52,57.99,74.13,67.45,83.0,70.97,80.77,62.6,73.38,100.51,62.54,10.99,81.04,119.37,53.31,78.29,77.79,63.79,61.11,84.13,82.86,75.38,63.72,120.12,59.92,87.01
