speed_t0,speed_t1,speed_t2,speed_t3,speed_t4,speed_t5,speed_t6,speed_t7,speed_t8,speed_t9,speed_t10,speed_t11,speed_t12,speed_t13,speed_t14,speed_t15,speed_t16,speed_t17,speed_t18,speed_t19,speed_t20,speed_t21,speed_t22,speed_t23,speed_t24,speed_t25,speed_t26,speed_t27,speed_t28,speed_t29,speed_t30,speed_t31,speed_t32,speed_t33,speed_t34,speed_t35,speed_t36,speed_t37,speed_t38,speed_t39,speed_t40,speed_t41,speed_t42,speed_t43,speed_t44,speed_t45,speed_t46,speed_t47,speed_t48,speed_t49
96.35,84.89,72.87,73.13,46.76,88.54,94.08,23.36,50.75,65.3,50.99,77.78,54.68,72.16,76.67,31.81,69.58,91.47,91.65,61.85,65.73,66.38,72.49,36.46,93.47,102.59,60.5,65.81,77.34,109.34,76.63,69.93,81.56,71.8,58.27,68.7,99.4,87.7,58.92,94.2,74.51,67.0,93.95,73.55,85.87,75.14,76.86,87.4,107.94,76.49
112.63,72.27,90.53,77.4,26.15,61.62,88.22,89.0,74.92,95.73,80.31,95.81,68.39,18.75,73.71,75.08,93.69,83.4,70.77,80.01,74.74,15.14,78.92,77.59,70.69,70.56,118.28,118.35,91.2,76.47,66.83,72.99,92.21,60.67,97.21,66.56,89.23,67.63,72.74,55.19,102.12,86.78,87.48,73.96,108.3,89.2,86.79,77.87,64.87,81.37
92.88,126.96,89.77,79.84,100.09,79.72,88.36,94.2,79.17,85.65,81.43,108.13,112.03,85.46,128.1,83.73,30.45,100.85,101.98,91.11,140.0,66.39,94.84,93.14,118.28,82.45,85.33,101.47,46.54,34.45,88.08,88.34,94.39,93.45,94.92,89.6,86.89,95.04,102.73,113.13,66.29,78.53,107.83,106.86,102.7,101.09,107.15,90.82,96.6,85.68
75.09,66.47,87.82,78.62,68.84,69.63,67.14,86.05,70.42,61.78,87.64,72.78,59.78,128.92,104.35,76.65,21.98,72.73,72.49,72.81,69.02,74.85,68.78,78.78,75.81,67.69,99.86,57.15,49.02,83.03,61.38,70.59,42.14,82.88,67.21,102.25,77.18,52.44,76.84,83.87,78.18,71.37,76.59,31.1,85.2,91.15,71.16,78.87,68.08,48.38
0.0,3.48,5.26,9.62,12.74,16.57,20.15,25.35,27.81,27.94,34.78,30.41,33.1,24.65,28.67,32.64,30.88,29.95,32.32,28.01,34.16,29.87,28.06,28.25,30.26,29.22,32.08,30.36,29.44,31.56,28.92,31.98,31.48,31.36,29.43,28.62,32.93,32.35,27.48,29.21,31.6,28.24,25.99,24.72,26.18,26.79,23.08,24.21,21.34,15.69
75.06,61.2,96.95,75.12,69.32,66.9,68.87,57.54,88.95,69.78,69.61,66.67,48.31,59.62,53.02,51.87,17.14,60.09,67.96,50.64,76.11,71.28,17.54,93.66,13.42,77.29,70.22,84.97,80.73,64.11,64.55,51.61,38.37,75.57,66.97,84.52,103.45,82.68,65.75,53.8,60.21,67.32,58.72,47.85,43.68,79.88,72.33,102.78,69.73,61.14
0.0,4.63,9.45,13.88,19.01,27.48,29.49,32.89,39.25,45.31,46.82,45.73,46.85,47.8,43.02,46.1,44.65,41.92,47.35,43.5,40.7,43.58,42.8,48.28,45.66,49.34,43.2,47.82,53.72,46.27,47.78,47.28,40.93,46.96,46.12,44.42,42.55,47.28,42.28,51.6,42.53,45.65,41.33,39.66,34.78,27.01,31.47,23.87,21.24,20.31
131.0,90.62,90.43,98.51,92.8,105.03,104.32,101.46,64.05,95.9,93.06,96.38,85.31,78.46,99.92,90.09,101.26,86.31,111.35,74.67,97.92,91.8,104.59,99.07,97.22,106.88,111.48,118.47,81.76,85.0,76.33,93.61,88.19,94.1,87.95,107.88,96.05,98.48,108.21,92.88,119.08,88.99,118.34,82.67,100.57,114.3,107.8,88.62,97.85,42.09
106.57,105.17,104.67,115.0,103.55,100.02,121.17,76.55,121.81,140.0,140.0,97.78,86.18,140.0,112.69,116.11,109.88,97.21,126.62,100.86,101.87,101.94,120.13,131.13,96.4,125.71,109.47,95.1,107.5,111.09,105.93,114.39,106.87,72.48,95.34,85.09,113.11,72.66,88.75,115.53,54.49,74.44,119.58,115.56,96.92,121.81,97.37,99.4,101.04,84.12
112.11,73.17,85.83,56.98,88.54,69.98,82.51,74.05,54.52,52.22,40.58,38.1,54.88,77.43,56.25,54.11,70.62,51.89,84.31,59.08,103.94,59.82,62.52,75.75,64.98,116.16,52.83,46.64,41.23,77.28,24.36,59.04,65.81,75.06,59.94,41.1,7.79,49.09,63.45,50.93,37.53,46.94,20.09,40.37,56.88,62.31,75.16,63.66,105.18,74.29
123.49,93.23,136.45,101.33,98.73,132.11,82.79,93.34,72.29,100.53,129.73,96.8,98.75,76.06,84.89,105.42,37.97,85.94,101.49,104.39,93.37,96.15,126.69,79.88,93.8,97.58,129.84,71.57,113.11,23.39,95.54,98.54,89.22,65.02,85.38,120.44,91.55,105.47,81.57,103.33,86.07,77.96,81.9,84.5,96.02,129.19,127.51,90.82,106.19,79.63
63.99,56.59,54.92,76.47,45.08,109.01,75.01,62.82,66.07,79.4,56.98,58.22,59.5,79.43,80.95,48.69,100.67,75.27,84.09,70.06,64.91,79.18,73.83,92.38,76.95,67.28,51.35,17.99,48.21,62.86,76.55,65.4,77.7,69.49,60.61,66.49,94.8,67.11,67.25,95.78,60.25,92.54,80.18,47.76,0.0,66.36,76.16,59.2,98.39,66.16
0.77,3.31,9.68,13.26,15.53,19.28,22.56,31.68,34.85,37.2,41.36,35.6,41.98,40.32,35.01,34.41,34.33,36.8,34.76,41.69,34.48,35.35,42.58,37.24,39.29,39.42,33.66,40.43,39.87,39.98,35.99,38.89,37.51,38.31,35.69,37.46,40.96,32.25,36.93,39.94,39.24,33.81,32.27,30.07,30.57,26.8,23.1,24.19,23.15,19.73
0.0,5.49,14.83,21.3,25.73,35.83,40.7,46.07,55.73,58.44,56.88,62.5,64.04,57.76,58.39,61.55,58.75,57.66,61.38,57.84,66.47,61.74,62.07,59.79,65.65,57.83,62.34,56.04,66.94,62.52,57.24,61.64,63.25,57.38,58.68,57.08,61.5,60.6,60.15,57.64,61.17,56.92,52.39,46.39,44.0,41.49,33.04,29.04,26.3,19.47
60.03,67.1,91.07,68.39,86.56,129.13,82.62,70.13,79.13,85.28,85.34,107.64,88.3,126.11,37.03,97.58,84.68,54.02,78.47,78.64,93.68,73.74,115.46,63.69,70.76,90.28,66.06,92.31,94.4,95.62,99.26,90.02,85.83,88.16,81.58,76.24,89.96,86.11,91.28,37.29,79.27,83.26,115.21,114.82,103.93,80.77,79.15,86.07,75.57,75.36
47.86,100.73,66.14,80.88,57.75,56.09,70.08,44.21,85.1,53.26,120.26,9.23,75.46,76.11,114.94,75.72,70.33,95.99,52.92,85.46,49.81,88.94,73.35,87.83,79.82,43.02,65.06,54.08,87.04,104.66,70.93,64.17,74.2,57.62,72.49,7.85,88.84,77.46,91.75,51.98,80.45,59.43,76.13,18.38,65.52,66.71,85.45,68.01,65.05,68.12
2.87,5.16,15.36,24.17,27.37,30.5,42.33,47.63,56.62,60.87,60.14,59.83,60.53,68.11,66.43,61.08,55.6,60.03,64.44,57.1,63.61,63.42,61.85,61.69,59.09,63.89,62.73,60.36,59.44,58.22,62.91,61.19,61.23,57.12,58.51,58.19,64.11,62.31,60.95,65.12,66.57,57.37,54.09,45.87,40.87,35.98,31.35,30.65,23.44,17.46
2.65,0.44,6.65,11.39,19.33,20.54,22.45,28.94,33.71,38.85,36.99,42.01,37.25,37.31,41.27,45.5,37.5,35.25,42.41,39.57,40.49,39.09,40.77,40.08,37.42,41.1,40.49,37.87,38.47,36.63,40.37,40.41,38.87,35.57,32.92,38.29,39.7,40.92,42.39,37.92,39.24,38.81,34.14,31.49,30.64,28.92,25.13,20.81,21.13,21.61
0.0,5.64,11.56,18.44,25.43,26.6,32.07,37.73,42.49,54.44,50.6,51.04,45.73,45.08,50.33,48.0,47.47,48.79,48.63,50.26,50.6,52.09,48.37,52.13,50.9,51.76,45.82,48.83,54.83,45.03,54.52,54.38,51.34,45.1,48.49,51.52,45.16,51.17,49.47,47.44,45.78,51.28,43.94,39.26,34.51,32.87,28.59,29.24,24.5,23.34
0.0,3.89,7.45,13.16,10.88,16.19,20.46,26.04,34.65,33.65,35.48,37.06,29.15,29.59,29.02,30.54,31.47,33.79,35.97,31.3,34.2,36.31,31.11,31.64,32.68,27.45,34.01,28.87,34.85,31.19,30.95,29.54,34.1,34.08,31.11,37.87,32.58,32.44,32.66,30.44,31.95,28.67,27.03,30.13,25.34,24.84,27.47,19.34,21.93,18.19
101.94,72.21,112.55,45.71,87.23,98.62,105.4,127.93,89.25,92.73,95.23,94.59,99.12,81.65,86.13,89.23,99.56,75.57,95.76,103.28,94.49,94.81,90.28,94.66,70.02,91.91,113.59,91.76,90.1,79.73,75.84,133.29,101.16,112.56,107.08,46.05,96.66,65.01,84.44,83.08,96.2,83.89,92.82,63.94,99.51,81.49,109.15,102.58,105.47,92.9
0.0,1.18,6.28,10.31,13.08,19.01,22.39,25.75,30.91,32.06,29.47,34.99,33.35,32.9,33.99,28.58,37.2,31.44,31.88,35.6,34.84,39.0,30.11,30.19,29.41,33.4,32.19,30.92,32.81,29.91,37.64,30.9,31.29,25.84,28.07,31.24,32.09,35.16,28.52,34.36,35.19,29.15,29.51,29.31,23.39,24.77,25.76,22.03,17.8,18.23
100.55,52.23,51.31,62.27,71.35,62.91,75.17,74.76,77.36,54.01,67.66,83.88,62.91,61.21,65.11,64.81,72.43,93.72,46.73,107.53,77.05,72.76,69.84,67.1,61.37,48.44,90.5,71.22,51.64,58.66,74.62,74.38,83.96,58.04,21.94,47.82,65.26,65.39,33.15,65.56,74.0,90.15,58.16,63.47,64.5,50.88,67.83,84.93,81.12,85.16
81.6,83.48,86.24,86.23,78.35,126.24,15.34,82.11,84.96,60.92,66.05,51.02,119.73,46.99,70.13,76.12,90.59,81.63,66.75,96.75,80.8,75.65,98.16,85.53,71.07,97.29,93.54,78.54,79.17,68.28,70.79,64.81,75.99,79.18,59.35,86.7,67.98,83.38,108.85,125.11,91.6,98.31,88.22,80.45,72.76,77.0,97.99,76.06,78.37,96.15
47.23,79.25,112.51,94.2,89.78,88.61,83.39,88.44,109.4,101.84,104.81,106.38,121.26,95.2,89.73,100.11,126.54,94.46,84.14,97.1,101.4,99.03,72.81,75.78,103.47,90.4,121.56,132.1,52.07,107.18,114.07,89.52,93.83,88.29,81.39,113.79,63.78,107.56,89.79,38.03,79.99,79.22,72.83,73.01,95.56,79.42,97.36,85.98,104.55,83.73
2.72,3.36,13.71,14.8,23.13,29.63,29.42,38.01,44.13,47.54,48.42,43.11,55.69,52.18,46.23,46.66,45.58,49.56,54.4,49.12,48.62,52.89,50.95,49.82,52.2,44.7,51.41,53.85,46.29,48.89,44.16,48.71,48.07,55.12,48.62,50.89,54.04,43.45,50.39,46.69,50.45,49.88,41.25,42.26,37.57,30.58,29.16,27.21,26.57,21.7
0.0,4.62,8.94,13.77,15.41,22.89,22.76,25.86,28.12,35.56,35.58,37.61,35.5,38.92,40.16,39.17,33.88,41.89,32.62,38.23,39.54,42.33,39.11,33.82,38.85,35.69,39.4,36.67,40.38,36.18,38.92,34.24,39.65,29.66,38.22,37.2,36.55,29.6,34.62,39.71,37.7,35.69,33.11,29.76,31.43,27.33,26.19,21.29,18.14,21.82
