trip_id,label,jerk,speed_t0,speed_t1,speed_t2,speed_t3,speed_t4,speed_t5,speed_t6,speed_t7,speed_t8,speed_t9,speed_t10,speed_t11,speed_t12,speed_t13,speed_t14,speed_t15,speed_t16,speed_t17,speed_t18,speed_t19,speed_t20,speed_t21,speed_t22,speed_t23,speed_t24,speed_t25,speed_t26,speed_t27,speed_t28,speed_t29,speed_t30,speed_t31,speed_t32,speed_t33,speed_t34,speed_t35,speed_t36,speed_t37,speed_t38,speed_t39,speed_t40,speed_t41,speed_t42,speed_t43,speed_t44,speed_t45,speed_t46,speed_t47,speed_t48,speed_t49
calm_10,calm,1.612126513074147,34.73411376964441,37.05253108998666,39.578874273757805,39.6006718248564,39.722322513299815,41.52154497788283,40.40824912834804,42.43254330241845,42.39739318152299,40.092533527534606,37.52488840997227,39.57684767620905,36.91025517765031,35.59392379445225,34.59870403746153,32.63667070861109,31.52003092742303,32.97618632777355,30.064283389133973,32.02732393625809,34.16661207770544,33.40018151685473,31.321858911218538,31.926901358889022,29.64493669407839,28.834452860547906,31.58502794595374,34.55781478145556,36.19044412958308,35.05621318910767,36.18220348410423,37.414641677008305,36.741691847990204,37.58702365550716,34.65138952536122,32.90573547697467,33.056265294778235,31.03877312032801,29.03421432758721,31.052040070888637,33.98683808699027,34.32265465516096,36.35707304045124,39.299003026408876,37.14857835782152,36.83805203734763,36.19348833239915,33.67378403427626,35.20576507104472,34.808439234980284
calm_11,calm,1.3938213416869625,29.386538683808027,27.290576526687467,25.376136440072674,27.818758173009964,25.086652706855638,23.483766416517874,22.236122398405044,22.177307652814562,22.69597869090334,22.65571854600734,20.160410553348633,18.622415277682915,20.68394558625816,21.509477789128916,22.40437208993456,23.425591622042692,25.003009736279864,22.35166062660855,21.551310936204224,21.788475547774297,20.819214447558252,22.88608768728137,22.781522738805137,24.39328827556141,26.505381376848426,26.534130274269415,28.991443737497516,29.5141873807194,31.61583317372173,30.659377947270876,30.652279698459786,30.840745944487253,28.470624239863675,27.861939280072917,30.365965315382972,31.150958757571427,29.21599825219323,28.24913206585086,26.398750123827057,23.54768891461849,26.112451665642652,25.801695635183883,24.6469060697086,25.237769219055018,22.28165595681311,20.949788596417996,22.167989390611353,22.97060802902693,25.861443714282142,26.583589972230406
calm_12,calm,1.722176031285959,29.550117472554653,31.1187128516587,33.53868008344302,34.86285576375313,37.64212310504941,39.33415412947847,41.53496275905003,39.219587186151855,40.61406820411458,40.25460040127879,40.573223215746445,41.497837672640586,44.316728372874,47.22419686146375,45.95356633439118,47.356087319018684,48.85598854663029,47.934945714508586,45.67816436369391,42.923846125408225,44.587904890583296,44.52610334148473,47.439344358454285,47.2291850956162,50.096686970059245,49.56614298322361,51.32823588658344,48.837151520454434,49.16992178128102,50.98228050319536,53.530490506514695,55.465989050219285,52.68781341342633,51.92402746126674,49.216218295149844,46.87191204183719,47.923745813842096,49.20329499171228,50.845619088222044,53.03835837655602,54.474947187415076,56.28017674005487,53.57395899899454,51.98116990164233,52.712556541893804,54.86130836964274,51.8883091192807,51.976085171978795,53.039809568165175,50.21745330293685
calm_13,calm,1.4348038960475693,28.027111151067757,30.400920439369937,31.43059729250509,29.856547472668673,31.97323425046015,31.061422790917234,33.181490817781594,31.975152724495025,32.51707422979392,31.898714636280925,30.547664940811327,32.86701031384254,30.99257240547949,28.50144195289407,27.55300358416803,28.85883847001744,30.70342810587513,33.69588832627572,32.47406066834271,31.9217123751304,29.742640043308157,30.19187162104636,33.177351844623864,34.38263790534781,34.953914947828046,34.308129505358814,36.799922067072146,36.781421643854245,34.58762312373261,33.77989390292741,31.182893916014013,29.394768142146702,26.500780828146176,26.22046032714716,27.027701916857943,26.08745669113139,25.609747320163052,28.36500295723051,29.87678168668,30.121921508349708,28.82916675902066,31.21114755165863,29.621730252942587,28.573786636042648,31.02817552258034,31.205427854290775,32.65933555079864,33.203804315781234,34.1244395698382,32.920739318927154
calm_14,calm,1.459678681181424,24.82744123253326,23.762395315545252,21.695044700045788,23.940930891790632,22.64041249129132,23.009348857777624,24.761195408625866,26.464140064880148,26.094457616385306,25.95200146790566,28.92021196151581,29.967796823389953,31.855627482097248,34.27095129741264,35.99649031478867,34.10756638451008,34.480590786935515,32.09195573082278,33.00948849020677,35.74158505933364,35.817977445134304,35.415812402340904,32.630868910849884,35.38951604482521,33.00753214960616,30.254006709435245,28.730406378464878,26.12358898197517,25.854296036445746,25.95082284398842,24.826242538159924,22.13200543360924,19.8016076431046,19.10863391104417,16.471804616003386,17.660942969662866,15.903066218811738,14.71549563151357,14.080250294582154,13.57990809299704,10.589872339045844,10.0,12.176587382445268,10.0,10.04900413487725,10.0,10.0,10.0,11.683486825159505,13.730709062449243
calm_15,calm,1.5129289090749511,25.206970868305,24.14191351411138,22.596810632281375,22.475991035587768,23.575541181540643,21.945058434321165,20.929472886650366,23.511780592185268,20.803196331267017,20.567813962704413,21.83716221228508,19.739886281629925,17.024130401662816,14.853362631494,17.366301792678097,14.421860483604839,12.55179233247295,10.0,10.0,10.720895719769779,10.0,10.41527230258406,10.956444599180818,13.053056597719493,10.081504955190738,12.20172171124494,12.916436229806784,10.89289714643653,12.530521475248234,14.663470725991749,13.189051628516692,15.701813713932777,15.428558295724724,16.049105021724653,18.957002223430514,18.12621869526571,20.005174770186386,18.915569477157145,20.71085061060609,21.315254123781948,19.613388295134357,19.097544857869774,18.003358664051145,15.472009022533328,12.651017643131514,11.7298895755746,10.0,10.0,11.351099925105213,12.59964733920674
calm_16,calm,1.5417947949025932,34.771607729147654,33.67452675592752,36.014643498633696,36.57762678680438,34.33378483728414,32.196096806017344,33.354669367595555,31.392332986248025,31.436089195740287,34.38673605131255,31.410781679712592,28.510260491097934,31.468767982680973,31.976600987485966,29.738060840597043,32.12187403912161,34.404155839887764,34.62135831855601,35.35211049772055,33.99123364672581,31.29435182495784,31.861757478303026,30.630288637519605,31.612014917481716,33.629485978537325,30.73844924202351,31.312731890137876,29.70041512825899,31.943746115681797,30.465733155052767,31.130353954465278,31.451598995002946,30.82859799535844,31.894322576957205,33.24894038524981,33.65056715716613,35.201100580274655,38.101603036232284,37.617237363637116,37.7047356749503,34.77955494259758,36.55572628045985,36.67710668273581,36.1248752648992,33.689307043435576,36.02724557348796,35.397289013731296,36.49277860298662,34.38902354119552,37.158321318441715
calm_17,calm,1.5154526588449142,23.56883523643662,21.766087193833563,23.919984357179846,26.395480822031434,24.668365267171243,24.48717059622021,25.888140023597188,28.158334426461998,27.43265059668583,27.534767517782406,28.985065980900814,30.371881840817586,32.06964262097409,32.489245532823254,30.116936113651906,32.54077585892015,34.734211094846316,36.522795709756316,34.12197057272069,32.348354775209266,33.80995696585518,30.948797533346855,33.82414533559053,33.08701341772461,34.40288861986956,36.72831515079782,36.096094479698316,35.01088941129631,35.66333618468579,36.1492724271741,35.60411229292288,36.21476082812913,38.8270490455281,38.632890585287676,36.813343669791465,36.07657956708949,35.4412214626482,33.22787362080552,31.20510262413285,32.31247506449491,31.349341589748327,34.07873194088317,32.54031241303482,30.133859443663752,31.6548868216653,33.94110313317252,32.609783274401444,30.822311884274313,28.936908693500836,29.06898250169991
calm_18,calm,1.6451281896680165,29.36833282493542,27.924971864062623,25.19601056599918,25.084958607956864,27.840952693770515,28.756067898286496,28.729107238058205,26.3932596822359,24.907877425533425,23.67652112298068,25.26534243862409,27.525607222211804,29.935458343610435,32.84286999311496,35.737070091742154,38.455064888350044,35.885997731367354,33.71275894693419,32.539558105790384,32.85694763017715,30.438814962410028,32.51359670922288,33.214133783686734,33.46832019749996,31.46018813770371,29.979720984104894,27.941593133998442,30.053192080767232,30.558559241134542,31.969335806252342,30.745532983712497,29.97304880624216,29.402178592801363,30.96226842326557,32.59638634931298,30.83726751439717,33.48650065482576,31.21043267948788,33.587165174029664,31.18953904792852,29.776777914836387,31.855649131244128,29.932601565320653,29.414009153180473,29.11316495284523,27.58471879098449,28.84618999900041,30.954197895413632,33.201648734547064,32.23758160896643
calm_19,calm,1.522970221730161,30.617007885756287,29.107446308950195,27.57622531825107,25.543749695362614,28.1838637602077,30.51179673184118,32.17594901180733,32.28191813953371,32.22556563260494,32.40403962969993,32.62344771116247,32.230826219348614,30.021355216701018,27.775338333912234,30.488836628986334,30.381021186504437,33.100254335935574,31.081715602196233,31.408214914435835,29.65451843454507,28.17362607130468,25.353953543871754,23.06767340831302,25.568763854088196,24.497961802982186,25.146737074469733,24.93682186640537,24.33952933787704,24.530845885953447,22.654279553645495,25.585902944762953,27.49575015698613,28.945437953375222,28.75799373545894,26.675256468216954,29.199251617858362,28.24757402214873,25.548214160330332,24.602636221194103,26.36937840416941,27.105630874098658,28.610662382567817,30.37247468574208,28.644202352225335,31.186902248784417,30.814839866306652,31.64892176189164,28.662774397412093,31.62298538787916,30.308363703664092
calm_20,calm,1.335833329457377,21.241262130803104,20.99083438002219,18.76501472311444,16.678974984059895,17.472671862241157,16.830236211662555,19.361350912592528,18.27628988024095,19.633370650544357,19.399967231473802,20.359675038249474,20.957847178545418,20.794551015099408,23.494917582846032,22.551199439375768,20.614612446871405,21.683176812150375,23.759222179997828,21.00074461963737,20.698540750173454,23.05346688829741,24.551178601834614,27.502024900820384,27.690507770403848,28.650482083210754,27.465363770038323,30.150577368034277,29.348590299373495,30.779654575493268,30.19849580020776,30.569409380585753,31.88810459071503,31.94170950122316,34.38422746268021,33.90003339024707,34.782464179107016,33.83663877890734,33.28557878829342,32.92587943769473,30.680721547568442,28.23106362192248,29.23600316080303,30.169109590861343,31.146567876121914,28.265166548178065,27.224447604208745,25.411306687763926,27.080215223028,29.24399763140478,27.724079894761665
calm_21,calm,1.430848058784409,33.35698317695973,31.133159997709377,29.78407515131966,27.616002128720176,26.31712672831555,27.365546012411215,29.82750747352273,28.042641921067844,28.295116130772158,29.503462738232752,32.22099754914615,32.88136044646919,31.41200203263347,32.164870974117086,31.087817944185183,33.94458828833543,33.34264509931725,34.45521142388334,31.59457691796389,30.994945594772425,33.24559127470749,33.90695594130697,33.57061325968283,36.18623825629719,38.31014451318056,37.24343855611819,37.51072896836623,37.449674504921006,38.24288950561018,37.24755710736271,35.712787111958036,38.18881812349125,40.73206512048229,42.792002435054165,45.66122901964153,47.131178174319665,48.71918154569166,50.294722097467506,50.178367883121346,49.917081050206974,48.358438707100994,49.22735387325674,47.963274689870744,46.51012514808487,47.025893392661196,46.48578772201145,44.79892737477925,46.69526347529623,48.85868299106249,46.864880109129174
calm_22,calm,1.5798192602172207,20.150140655999998,19.16692046717624,20.951985481260756,22.987028678666704,20.817003099363,22.463018506461307,20.157243510317883,19.497619051257058,22.489276141328553,20.64482108071401,18.568602576179767,18.10540457146053,18.8234157272797,21.420820421759217,24.30574729495742,21.723591114505787,19.55157621859322,21.29600406196918,19.919796975594345,22.228891332632507,23.209610876007027,20.88067969029109,22.87585539983513,20.933993679883585,20.47496604796151,20.78807561931749,20.792672513799157,21.90965000749006,22.82577041670559,25.77802244987392,28.774553905219047,28.873310321032893,26.444504842798075,27.811564636610385,30.671549105909918,29.581507431684038,29.34876074670948,28.897422295602215,26.205937222943792,27.23952381028446,26.359549980695267,28.08433322848428,30.077053680176196,32.004438399763266,31.504434388002547,30.433708481447944,31.926633159450272,33.73496976250661,33.6825144408548,36.04070055807262
calm_23,calm,1.5367691870182651,22.878173921571165,25.152586599524923,22.72915799735621,20.650311129683892,20.853351209327656,18.258462090452145,15.575304698852808,12.57841716384704,12.19631712201262,13.844060409765998,11.053090511445491,11.966636150240625,13.905400054737743,11.91340514620497,10.0,12.164805841723217,14.103553501423786,14.337204099008908,16.25240337477279,13.808939839319759,13.175828946952286,14.602614283590523,13.147326039534303,14.661299526135618,14.6863711524805,16.187967080169898,15.976044907313875,15.183470948644782,13.498606247516577,11.748882296126666,13.257827159555042,10.971289247758804,10.0,10.0,10.0,11.938645736841398,11.329685477686672,14.272016221849567,12.09528376859324,13.0165227227551,12.708899765962604,12.066408826145048,14.316914020469543,17.17048789543994,19.40764164808501,17.561445722295808,15.886233249549413,16.822676524119792,15.557178013948942,16.96552879863242
calm_24,calm,1.4422077604930923,31.328413016192894,31.63386562713531,33.605147176168025,34.86834380662409,32.02781039660784,29.324565219483937,29.933915934220032,29.851068387953685,28.412176320011632,27.924112843900442,29.471574756297606,31.431243664245187,31.79858207158545,31.11079895672807,29.734979525698712,29.866490350314233,28.75498806170052,29.139558883983856,30.199473179041682,27.59594844455805,24.602353234694533,22.87601606773899,25.243085054051676,26.120829633423032,24.152591745045168,26.494175515986882,26.313911157710923,26.170461697782887,28.783713360838817,26.14063351393886,24.43170316171117,24.946331112639506,23.11925017013153,24.196412225385277,22.480965961405598,20.075907784998485,18.317818742843524,17.854222948475897,15.911052743514377,13.71920489305446,15.880896210368105,14.803279431951951,13.967831551061472,11.299454008068839,10.443671749081163,10.0,10.66291040405073,10.0,12.330192718377043,14.908192443894375
calm_25,calm,1.3541852453796037,21.996621143535805,19.641038881267267,17.332997509933193,18.050413047795065,15.782226833052801,17.8965207406344,19.422149830261755,21.3410029796899,21.497366141006026,24.477429410120948,21.742480027785916,21.150069812902597,20.093689826528415,22.785562818804262,23.24672856978982,25.08387436245817,23.105921524409286,25.97772638781192,25.96956366906981,25.931596126693684,28.75690449796811,28.041298665270983,27.42644881260094,27.934965029430558,25.70328069271728,24.62979445118841,22.789044385859192,20.40874526050149,22.60561289848761,23.141599895252465,22.293636644419934,21.74565290862021,21.33476693074434,22.133662023612597,24.694278372546556,27.29095609048845,26.63990796767243,25.615482725259046,25.321761726370575,25.72936710894153,25.50027457764002,26.452795036540227,26.77918917681881,25.703482456983267,24.777867291559062,24.04942401691745,21.61726262641378,19.61363842089762,20.952321233769936,20.286901502902417
calm_26,calm,1.4745977925132887,24.290779451202873,24.666813914652018,26.200051169492582,24.74458534356481,26.705324635107278,29.270353792857577,29.854720967300622,30.8684069212501,28.18386286318843,30.85698220931987,30.21189061490953,32.75529301818211,33.22915816668356,30.256870959743527,27.48812295568414,28.570635789703672,28.946643872695272,26.105838495931717,27.56659826326603,29.67947028568112,29.65797518031697,29.452519822460502,26.485358475468267,28.20525675042986,27.189553150906494,29.462134869601734,28.700498394950053,29.090965858734286,27.71301658793025,25.676546463439763,27.325993883727733,27.305536756805424,27.52446429931893,30.316960020209343,33.098439493542266,35.23229222375669,33.357947980346886,33.923584146156365,36.19246869408959,35.43925231278322,33.045889308396724,34.911666721836255,34.80224803000929,35.188604112164356,38.081469890071425,38.724738473035856,38.27461478703246,37.494520994115646,37.00023675003992,34.71063124911193
calm_27,calm,1.6213769082808323,35.89501116835144,37.921312317473685,36.62769512491414,35.450474835373804,37.696480373382684,34.840302506550415,34.96304716915378,34.74510145724279,35.88586207471355,33.86621227561028,34.8761967203812,34.13660076763046,34.848889436648314,32.08945949588497,31.859822678992025,31.993328042886258,30.279286460016177,28.1170283850909,26.24787420316471,25.3127206715448,22.89358156737463,25.577500341752256,25.00746471072716,26.861282325767654,29.707785064420733,27.19219674443717,28.102213552047132,30.330668072494415,31.136074676294786,30.710231404439263,30.29668955026689,27.512082866311044,27.719687374046696,30.68094535476778,33.43319051059938,30.67558588365236,31.91036790542929,30.720957105610875,33.1388920260477,30.40958050030337,33.024825112369854,35.04967957509652,32.75470586861213,30.11365189251592,32.12189787847754,30.056443904325015,30.265832822180236,32.76030196945249,33.16499065074843,32.54839045958538
calm_28,calm,1.7330246852873112,28.900321097079846,26.279024121303074,29.091538049472668,27.955463159959166,26.091644109996288,24.80792792103866,27.594167090387536,25.15988341131558,27.363701654322668,28.610765020731357,30.590880095685527,33.4462653378929,35.499193270994134,38.159487378661254,35.921098919406774,37.695830310408596,37.96988447489488,38.23085804537405,40.62438750329713,43.4552104151774,44.68424035343648,44.58187069026718,44.32029383767825,43.63834258101734,42.807936758453316,42.1569778085599,39.695497220067075,37.16011373162971,38.83933279486358,38.51577015238494,41.09987708365266,41.77320313521637,38.98425902832289,36.92939907622777,35.16431783430581,38.01873398064377,36.33095933755358,36.42549339528189,39.04255498512307,41.90571136460921,40.32387397691048,37.618579839410714,35.540190834637265,32.92016170685261,31.09090715340663,31.50232544162904,33.97701821940289,34.200331521568934,34.95626886176342,33.167472371420665
calm_29,calm,1.3206417971686597,36.011672413477,36.7184058645105,38.90322683966685,41.59628548170156,40.68369013624111,38.22716448745375,36.58273823495444,36.20978762900946,38.883949539956305,38.153808474196794,39.77844775618901,40.02130790921354,38.1181605317994,37.04256524552011,37.96171655565702,38.99883692376638,38.60739540462066,36.97926902059335,38.31070969766941,36.3239479473457,38.943966098536464,37.07138757275533,34.715261749750454,34.701147963942724,34.818445552600885,34.86760304127036,34.48760797730339,37.45649733428104,37.37418101030453,37.24186049474352,36.77245687103089,34.17341139923967,34.73115118613737,33.09895781947646,33.92461170085076,31.229612472541625,34.11793508005964,33.93196555413567,36.31249778367986,36.16586482307747,33.5278497345228,35.46113101108564,36.350233389088444,38.040775674532114,37.609794855585356,38.437415321065224,40.57478934384487,41.361182001076195,40.447223810091614,41.42240137628881
calm_30,calm,1.3933641739403546,33.43708377228135,36.200605547321096,35.42607947657111,34.9765700816559,36.84930784877825,36.8838817372347,38.3033202959291,38.06157708265065,36.35454793352685,37.825770990212916,35.612702005321175,33.80420398650902,34.56515388321427,36.04877268436669,38.41690000557358,37.05241899006893,34.716764541672255,37.453044498808026,35.37958302694088,33.565584920468716,32.31356164181951,32.48990976597724,34.7868631621817,36.350139298560904,37.59908462161671,35.65016802875273,34.796263817908574,34.66669337442864,32.55124909534216,31.19182730810219,30.041826531819257,27.805483721793493,28.10692187324304,29.337091052388196,26.756680841249363,26.64341945182826,28.336686623435032,29.824627397149712,31.715065974462235,31.404509773485877,33.32785226932504,31.772370696610658,30.93723406511575,28.99536752362256,28.80027476019399,28.15263489468665,26.59819759317252,28.10888184855721,26.99196248122709,25.628788462102104
calm_31,calm,1.52341730576654,22.6178066170099,22.250736827821594,21.068524600845407,20.28416164889122,18.700145224614538,20.27907816353394,22.859098247662242,22.84668936439557,23.704679904440564,25.9077135640808,28.900691388082752,29.581790296461744,31.920467095700957,34.37211657503481,36.120825501880546,35.88641384831921,33.373337850862605,30.468171183503408,30.331374983200956,30.297262184408662,29.741436511586496,30.150440619334685,30.463416839161248,32.483095085357405,30.13503770493098,28.486103701564254,30.244133575322035,32.331154778663965,35.30010006038917,37.537572158711676,39.87696620114566,38.76305385692509,38.17302366098135,36.781534289904656,37.41933067906095,40.05216280430318,39.120008123372884,39.46201881466158,38.23981659738249,36.25861644001874,34.42972961893067,31.77740168615945,34.473162824214995,33.890440475260775,35.89516582727342,36.98314266341157,35.13466963187808,33.18744311135261,35.059372320415875,33.6476425841331
