alert_id,vehicle_id,timestamp,alert_type,message,trip_count,severity,status
crit_TN 07 CD 5500_1773910862,TN 07 CD 5500,2026-03-19T14:31:02.952299,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN 07 CD 5500_1773910862,TN 07 CD 5500,2026-03-19T14:31:02.959902,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN 07 CD 5500_1773910862,TN 07 CD 5500,2026-03-19T14:31:02.967841,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN 07 CD 5500_1773910862,TN 07 CD 5500,2026-03-19T14:31:02.975704,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN 07 CD 5500_1773910862,TN 07 CD 5500,2026-03-19T14:31:02.985430,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN 07 CD 5500_1773910862,TN 07 CD 5500,2026-03-19T14:31:02.990121,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN 07 CD 5500_1773910862,TN 07 CD 5500,2026-03-19T14:31:02.995604,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN 07 CD 5500_1773910863,TN 07 CD 5500,2026-03-19T14:31:03.021168,Critical Alert,Aggressive trip with safety score below 30.,1,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.445902,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.465880,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.468510,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.475740,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.479305,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.483613,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.485980,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.489105,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.491315,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.495613,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.498230,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.501876,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.509252,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.512178,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.516253,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.518551,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.523112,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.525425,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.528621,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.530703,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.534894,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.536173,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.540979,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.543155,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.548197,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.549935,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.554308,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.560653,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.563505,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.569504,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.572193,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.577476,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.579587,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.584080,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.586147,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.590252,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.592383,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.597323,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.599667,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.604825,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.606784,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.611307,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.613281,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.617731,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.619742,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.623550,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.625522,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.629651,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.633415,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.637758,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.645030,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.647425,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.650788,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.658696,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.661224,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.666242,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.668393,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.672179,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.673530,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.676155,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.679529,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.682288,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.688060,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.692430,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.696438,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.700681,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.702054,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.705206,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.711325,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
crit_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.714229,Critical Alert,Aggressive trip with safety score below 30.,1,High,Active
repeat_TN_09_GH_2211_1773916788,TN_09_GH_2211,2026-03-19T16:09:48.718609,Repeat Offender Alert,Last 3 trips were aggressive.,3,Medium,Active
